,0,1,2
1425,2020-03-26 16:24:59+00:00,"Sir @narendramodi @PMOIndia @MoHFW_INDIA I see our health workers and policemen less equipped with essential outfits and safety equipments for saving themselves from COVID 19 infection. Please supply all of then with proper masks, fully covered outfits, eyeglasses. Urgent!",Nitin_Bagdi
1426,2020-03-26 16:24:55+00:00,"Finally, India got its Carona Dashboard, This is the official website for CORONA updates. Data on this website will get updated in every 4 hrs http://www.covid19india.org #CoronavirusLockdown #Corona #COVID #COVID2019 #CoronaVirusUpdates",rohannsharma
1427,2020-03-26 16:24:51+00:00,Shopkeepers have been directed to take measures in order to avoid the spread of Covid-19 in India. ,IndiaToday
1428,2020-03-26 16:24:47+00:00,"Dear Modiji, Since our India has the fourth largest Railway Network in the world, if we fall shortage of hospitals, WE CAN CONVERT RAILWAY COACHES INTO HOSPITALS for treating COVID 19 patients. @PMOIndia #Covid19India",desai_samay
1429,2020-03-26 16:24:39+00:00,"COVID-19: Bhilwara district authorities take over 5 private hospitals, guest houses, resort ",BT_India
1430,2020-03-26 16:24:37+00:00,#COVID2019 : India may see 25 crore COVID-19 cases in next 3 months: Report #COVID19 #CoronavirusOubreak #CoronavirusPandemic,TheDailyPioneer
1431,2020-03-26 16:24:02+00:00,"Avisa para o bolsogado, que a Índia, e EUA Taís países tem os ídolos dele quê dão expiração para ele que siga o que eles tão adotando para com a população carente e atingidas pelo impacto do covid, 19",carloscastrosou
1432,2020-03-26 16:24:02+00:00,This is getting bad to worse. Can you imagine six months lockdown in India!!? I bet it will make everyone go complete bonkers. Australia Closing Down for 6 Months to Stop Covid-19 https://sydneynews.sydney/sydney-news/australia-closing-down-for-6-months-to-stop-covid-19/6701/ via @sydneybrk,ProfMKay
1433,2020-03-26 16:24:01+00:00,#VasudhaivaKutumbakam #corona #covid #virus #humanity #world #UK #Hindu #Temple #sanatan #dharma #navratri #navratra #mantra #love #compassion #truth #religion #faith #prayer #india “PRAY FOR HUMANITY” ~ this Chaitra Navratri 2020 (Hindu festival) ,HindusinUK
1434,2020-03-26 16:23:15+00:00,"(Islamabad, Pakistan) Please tell me that at least here, tensions are reducing? India this week imposed tight lockdown 3/24-4/15 on citizens’ movements, similar to Russia... Indo-Pakistan Feb 14-March, 2020 #COVID2019 #COVIDPakistan #covidindia #covid19",ddrobesh
1435,2020-03-26 16:23:10+00:00,ಕೊಟ್ಟದ್ದು ತನಗೆ ಬಚ್ಚಿಟ್ಟಿದ್ದು ಪರರಿಗೆ ... India fight covid-19. #CM_RELIFE_FUND_COVID-19 @CMofKarnataka @BYVijayendra @BSYBJP,ShivuInchal3
1436,2020-03-26 16:22:49+00:00,Signed this petition urging govt to recognise and try Ayurvedic remedies/formulations in treating COVID Honourable Prime Minister of India Narendra Modi: Leveraging Ayurveda/AYUSH medical systems to combat Covid-19 - Sign the Petition! http://chng.it/YvNMd4dF via @ChangeOrg_India,bagguji
1437,2020-03-26 16:22:44+00:00,"As Young generation We Should Ensure to India to Get Rid off from this #COVID_19 soon Spread Awareness Everywhere you can Don't Charge rent , Pay full to Maids Taking Care of Everything Stay Home Stay Safe",Bhartigola7
1438,2020-03-26 16:22:34+00:00,Sir I humbly request you to plz allow the return of students from Kyrgyzstan back to India in this pandemic situation. We all are panic here and also the covid-19 cases are increasing here. We need our family in this time so plz allow us to enter in India @DrSJaishankar @PMOIndia,TheParvezK
1439,2020-03-26 16:22:31+00:00,#VasudhaivaKutumbakam #corona #covid #virus #humanity #world #UK #Hindu #Temple #sanatan #dharma #navratri #navratra #mantra #love #compassion #truth #religion #faith #prayer #india “PRAY FOR HUMANITY” ~ this Chaitra Navratri 2020 (Hindu festival) ,sanjayjagatia
1440,2020-03-26 16:22:21+00:00,"#IndiaFightsCorona A total of 118 laboratories has been included by ICMR for testing COVID-19. This has now enabled India to test 12,000 samples each day. via NaMo App",DeveshKumarPat9
1441,2020-03-26 16:22:20+00:00,Hi sir Good evening Hi sir please E Covid-19 Niyatrana madbeku Andrey Evondu Dinasi agadigalu &amp; vegetables shops close madi sir avagle janarannu control madbahudu ella Andrey nam india Evondu Covid-19 inda gellokkey agodilla sir shops ella close maddrey yava janaru Sayodilla ,Srinath04429082
1442,2020-03-26 16:22:05+00:00,Gesture of saraikela police is really appreciable in this need of hour.. We pledge to cooperate with you till we win the fight together..,Pramit_India
1443,2020-03-26 16:21:48+00:00,"Kat india siapa yg keluar time covid ni, tentera/polis sosah pakai kayu wey! Aku nak malaysia buat mcm ni jugak weyy!! ",NA1NIN
1444,2020-03-26 16:21:45+00:00,India release on #G20 #Covid summit. Keep human beings at the centre says PM Modi at the first ever virtual G20 summit. ,sidhant
1445,2020-03-26 16:21:41+00:00,India BANS export of anti-malaria drug touted by Trump as potential Covid-19 cure ,RWangFinancial
1446,2020-03-26 16:21:37+00:00,"Check this out from The Times of India Covid-19: In viral video, child cries to stop policeman father from going out https://timesofindia.indiatimes.com/videos/news/covid-19-in-viral-video-child-cries-to-stop-policeman-father-from-going-out/videoshow/74827721.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi",Saurabh23541448
1447,2020-03-26 16:21:28+00:00,Track Coronavirus (COVID-19) Cases in India with Google Sheets Via @labnol,nikhilnarayanan
1448,2020-03-26 16:21:22+00:00,"88 new COVID cases reported in the country today, the highest in a single day. The total number of cases rises to 694 as per the Ministry of Health &amp; Family Welfare data #COVID2019 #coronavirusindia #CoronavirusLockdown #COVID19indiaupdate",COVID19_INDIA
1449,2020-03-26 16:21:20+00:00,India has to start economic activity soon else you have much more nos of unemployed cases than covid cases..only rich nations can afford this luxury..#CoronavirusOubreak,v_shah123
1450,2020-03-26 16:21:14+00:00,"Impressive holistic approach of #healthcare #Kerala #COVID2019 As per media report #India has witnessed 4-5 Deaths by Suicides linked to #CoronavirusOutbreak! So, care for #Mentalhealth is equally important during this #COVID pandemic! @DrRebellious @netshrink @toymango @docvjg",DrJawahars
1451,2020-03-26 16:21:07+00:00,@fordnation Wanted to know why we haven’t shut down Ontario completely. There is no other way to stop the spread of covid-19. Even a poor country like India has imposed a full curfew shutting down everything and are arranging to supply essentials to people at home.,vdhaliw
1452,2020-03-26 16:21:03+00:00,"China Created Whtsapp Group #COVID-19 #China Added #Italy #IRAN,#INDIA #Pakistan #Spain And #America Now #CHINA Left The Group.. #Coronovirus #Covid19 #WHO",TauseefNazir2
1453,2020-03-26 16:21:01+00:00,Invest India Business Immunity Platform launched to helping businesses withstand COVID-19. #InvestIndia #COVID19 #InvestIndiaBusinessImmunityPlatform,SmeVenture
1454,2020-03-26 16:20:52+00:00,#TotalLockdown | Six new COVID-19 deaths in 24 hours in India. Total death toll now at 16. @snehamordani with more details. Watch #BrassTacks with @Zakka_Jacob.,CNNnews18
1455,2020-03-26 16:20:49+00:00,"Idk if this is a coincidence, but for the past several days I’ve had asthma issues and a low-fever. For the past 2 nights I’ve had Curry for dinner and today: fever’s gone, asthma issue is near gone. Maybe this is why India’s covid numbers are so low ",amandacandee
1456,2020-03-26 16:20:43+00:00,No way home in sight for Canadians stranded in India amid COVID-19 lockdown @JustinTrudeau @fordnation @RameshSangha @KamalKheraLib @rubysahotalib @rupasubramanya,Buysellwithraj
1457,2020-03-26 16:20:35+00:00,"India the 2nd biggest population in the world trying to fight with covid-19 by #socialdistancing #lockdown #policechargingin..Many of us are so careless not only for themselves,but also for us by patrolling outside home. This is not the perfect time to try your luck #COVID2019",gabbarkiankh
1458,2020-03-26 16:20:22+00:00,"#IndiaFightsCorona India is vigorously fighting COVID-19. In order to protect ourselves and others, it is highly important that we stay indoors, failing which may lead to legal actions. via NaMo App",ajitkumardas181
1459,2020-03-26 16:20:13+00:00,"#IndiaFightsCorona A total of 118 laboratories has been included by ICMR for testing COVID-19. This has now enabled India to test 12,000 samples each day. via NaMo App",ajitkumardas181
1460,2020-03-26 16:19:55+00:00,"All this is okay I said it just because he said Odisha plans India’s first dedicated 1000 bed COVID 19 hospital, but in karnataka it's already 1700 bed covid 19 hospital is done",PSasalatti
1461,2020-03-26 16:19:48+00:00,"Death toll due to COVID-19 rises to 16 in India; cases soar to 694 In its updated figures at 8 pm, the ministry stated that 16 COVID-19 deaths were reported so far in the country #COVID2019 #CoronavirusLockdown #coronavirusindia",COVID19_INDIA
1462,2020-03-26 16:19:42+00:00,"Update! India has extended its ban on international flight services until April 14, according to the latest advisory from India's aviation regulator. #Covid19 #Covid-19 #CoronaVirus #AirlineUpdate",EscapebyAlMajid
1463,2020-03-26 16:19:34+00:00,"India reports six more coronavirus deaths, 88 new cases https://www.netindian.in/news/national/india-reports-six-more-coronavirus-deaths-88-new-cases #India #Coronavirus #COVID-19 #DeathToll #NewCases",nquill
1464,2020-03-26 16:19:34+00:00,What are the best and worst-case scenarios of COVID-19 in India? - Firstpost ,GorwaniNikhil
1465,2020-03-26 16:19:22+00:00,Today @nksharma112 Ji whole day resolved their problems like passes etc. From tomorrow you ll get regular supplies. #IndiaFightsCorona #IndiaFightsCOVID19 #COVID2019 #PunjabCoronavirusUpdate #PunjabCurfew #PunjabLockDown #coronavirusindia #covidindia,TeamNKSharma1
1466,2020-03-26 16:19:15+00:00,I really hope India will contain the pandemic. Covid cases are rising every day. These numbers could change any day if we're unable to contain the spread of virus. World will embarass us for having more cases than our contribution to world GDP in that scenario. ,rohino
1467,2020-03-26 16:18:49+00:00,"In 15 days (March 11-26), coronavirus cases in India increased nearly 13 times. If people are not going to follow lockdown, cases of COVID19 is gonna shoot high. Around 1000+ in next 36 hours. #Covid_19india @PMOIndia @ManojPa47203819 @RahulGandhi @ArvindKejriwal",SohitVerma87
1468,2020-03-26 16:18:40+00:00,China recently extended its support to India to fight Covid-19 as well.,SahibzadaTanze2
1469,2020-03-26 16:18:26+00:00,And the Godi media refers packages of Pakistan for comparison... India performing at very less rate for Covid-19 testings on suspects. ,AbdulMannanaik
1470,2020-03-26 16:17:59+00:00,"Indian government is not worrying about COVID-19, instead they are afraiding from kashmiri's, that is why even in such conditions, they are not willing to increase internet speed from 2G to 4G....Is jk part of india?",Darrafii2
1471,2020-03-26 16:17:48+00:00,@IPL Guys..al know abt Italy condtn covid-19... Al becoz of champions league which was held on 19feb.. n was attended by 40thousands fans..after dis only corona viruse increases in Italy as confirmed by 1 of d Italian doctor. Stop dis IPL 4 dis year else INDIA will be in trouble.,PrabalGupt
1472,2020-03-26 16:17:48+00:00,Mask விற்பனை Mafia மாதிரி போகுது! அவர்களுக்கு முக்கியமா தேவைப்படுது!#Coronamask #PiyushManush #Environmentalist #SocialActivist Video Link: https://youtu.be/msBf5huhgks #Tamil #TamilNadu #India #Corona #COVIDIOTS #Covid_19india #COVID #Covid19Out #21daylockdown #21daylockdownindia,ithagaval_tamil
1473,2020-03-26 16:17:48+00:00,Sparsh Make in India Developed 1st #FeverDetectionCamera in India to Stop outspread of #COVID-19,budhiraja_kamal
1474,2020-03-26 16:17:41+00:00,@JustinTrudeau Wanted to know why we haven’t shut down Canada completely. There is no other way to stop the spread of covid-19. Even a poor country like India has imposed a full curfew shutting down everything and are arranging to supply essentials to people at home.,vdhaliw
1475,2020-03-26 16:17:34+00:00,"Number of infections cross 720 as Covid-19 footprint expands in India NEW DELHI: India now 720 positive cases, in which 660 are active now. There were one new case reported from Jammu in Rajouri District. Now a total no of 12 cases were reported active J&amp;K. ",jammumedia
1476,2020-03-26 16:17:12+00:00,"719 cases reported in India, Currently! #Covid_19 #CoronaUpdatesInIndia #coronavirusindia",Riya_SinghReal
1477,2020-03-26 16:16:53+00:00,"One more COVID19 case in the Bihar state, a 20-year-old boy from Patna with no travel history, confirms Nalanda Medical College and Hospital (NMCH). The total number of positive cases in the state rises to 7 #CoronavirusLockdown #coronavirusindia #Covid_19india",COVID19_INDIA
1478,2020-03-26 16:16:52+00:00,This also one factor taken in to consideration. When US discontinued the trade with China and shifted to India. What China's economy left with : Nothing. One more information is; The population of certain community was targeted by COVID 19 to reduce their Population.,GenDADange
1479,2020-03-26 16:16:50+00:00,"Sir, Seriously wanna appreciate u for the efforts u hv taken. I have seen the video of the food giving to covid-19 patients in hospital, that's really a great efforts. #stay safe##HealthcareHeroes #SaluteToAllFrontliners #Vijayabaskar",AneeshThabi
1480,2020-03-26 16:16:48+00:00,"If #21daylockdown is not taken seriously, Govt can escalate thru Odd-Even scheme based on last digit of Aadhar card. Other than essential service providers, the rest of the junta can only step out to buy essentials on odd-even dates. @PMOINDIA #covidindia #FightingCoronavirus",swa_anveshak
1481,2020-03-26 16:16:38+00:00,"India always shown its best to minimise Kashmiris from Kashmir, How can we expect 4g Internet service at this crucial juncture when world is fighting the epedimic of Covid-19.We are at risk, Plz stay at Home for Kashmir. 1931-2020 @WHO @hrw @UNOCHA @",ShaukatMeer
1482,2020-03-26 16:16:33+00:00,@nksharma112 Ji today whole day resolved issues related to their passes etc. From tomorrow you ll get regular supplies. #IndiaFightsCorona #COVID2019 #COVID #PunjabCoronavirusUpdate #PunjabCurfew #PunjabLockDown #HomeDelivery #covidindia #coronavirusindia,TeamNKSharma1
1483,2020-03-26 16:16:27+00:00,"#StayAlert Real Fact in #India has already Crossed Over #1000 Covid-19 patients, All the States have people who r postive on covid-19 as the equipment in the state doesn't give proper Result people hving covid-19 r already its crossed #1000 #coronavirus @narendramodi",Kupun_
1484,2020-03-26 16:16:04+00:00,"New unoccupied large buildings one of Election Commission of India and another of UP State Govt.lying unoccupied in Dwarka Sector 13, New Delhi. Can be considered for COVID facility. @PMOIndia @MoHFW_INDIA @drharshvardhan @ArvindKejriwal",ravichauhan999
1485,2020-03-26 16:15:41+00:00,"COVID-19 Update: Death toll from Coronavirus in India reached 16 – देश में Coronavirus से अब तक 16 लोगों की मौत, COVID-19 संक्रमितों की संख्या 700 के करीब पहुंची https://www.newsexpress.co.in/covid-19-update-death-toll-from-coronavirus-in-india-reached-16-%e0%a4%a6%e0%a5%87%e0%a4%b6-%e0%a4%ae%e0%a5%87%e0%a4%82-coronavirus-%e0%a4%b8%e0%a5%87-%e0%a4%85%e0%a4%ac-%e0%a4%a4%e0%a4%95-16/",NewsExpress_
1486,2020-03-26 16:15:38+00:00,And PIA willingto start international flights operation....... isn't so funny? India: International passenger flights suspended till April 14 in fight against COVID-19 ,DrHasanRasheed
1487,2020-03-26 16:15:36+00:00,- Odisha will set up the India's largest COVID-19 hospital with 1000 bed &amp; will be functional in a fortnight... @nithyaatweets @swadhin_mn @venkata19024648,swadhin_mn
1488,2020-03-26 16:15:22+00:00,@ArunodayM @bbcworldservice @geminianguddu @rishavtandon ..Did a superbjob n #covidindia tody..#Congrats @ArunodayM,sailendra
1489,2020-03-26 16:14:55+00:00,"Covid 19 india update : Suppliers of essential goods, including restaurants supplying home delivery of cooked food items exempted from lockdown: MHA SOP #Lockdown21",watchwagh
1490,2020-03-26 16:14:33+00:00,Kids might be silently spreading Covid-19 - Times of India http://dlvr.it/RScJQk,MyVoice4Nation
1491,2020-03-26 16:14:22+00:00,"@dhanyarajendran Hi Mam, We have one positive case of #COVID since morning today. If possible cover up #AndamanIsland as well. We too part of country called #India ",ganeshm86
1492,2020-03-26 16:14:09+00:00,@CovidIndia_Live @PMOIndia @CMofKarnataka @DHFWKA @MoHFW_INDIA We are working on the AI deep tech solution to Identify d suspect &amp; isolate them before even they realise. It's gonna help to reduce the number &amp; reach our country to 0 case very fast. @ndtv @tv9kannada need some help,mahmudjaved
1493,2020-03-26 16:13:55+00:00,COVID-19: Death toll rises to 2 in Karnataka #COVID2019 #COVID19 #COVID19KE #Covid19India #CoronavirusIndia #Coronavirus #Corona #SARS_cov2 #India #Karnataka #Covid19Out #CoronavirusLockdown #IndiaFightsCOVID19 #IndiaFightsCoronavirus,pennewstweet
1494,2020-03-26 16:13:33+00:00,"#IndiaFightsCorona India is vigorously fighting COVID-19. In order to protect ourselves and others, it is highly important that we stay indoors, failing which may lead to legal actions.",nagendr95485074
1495,2020-03-26 16:13:30+00:00,Health Insurance Policies for Coronavirus (COVID-19) in India ,sgrowthfp
1496,2020-03-26 16:13:10+00:00,Pakistan Coronavirus News: Pakistan army forcibly moving Covid-19 positive patients to PoK and Gilgit | World News - Times of India ,DIBYENDU_82
1497,2020-03-26 16:13:07+00:00,Be #DiseaseFree_With_TrueWorship by taking name initiation from #SaintRampalJiMaharaj and achieve #salvation to #Satlok and be #savior of #covid #coronaviruspandemic unlike #italy #spain #europe #london #iran applying #decoram of #Kabir #allah #indian #indians #india #hindu,Er_A_K_Gupta
1498,2020-03-26 16:13:00+00:00,Sir... please test all the persons who visited foriegn countries in starting of 2020. It will give clear idea about actual cases of Covid-19 in India. @PMOIndia @narendramodi @MoHFW_INDIA @drharshvardhan https://www.facebook.com/144666722367030/posts/1574509822716039/?sfnsn=wiwspwa&amp;d=w&amp;vh=e&amp;extid=cDuiWvjgeZP4p1rK&amp;d=w&amp;vh=e These people are hiding their travel history.,mahi_akash
1499,2020-03-26 16:12:59+00:00,Be #DiseaseFree_With_TrueWorship by taking name initiation from #SaintRampalJiMaharaj and achieve #salvation to #Satlok and be #savior of #covid #coronaviruspandemic unlike #italy #spain #europe #london #iran applying #decoram of #Kabir #allah #indian #indians #india #hindu,Er_A_K_Gupta
1500,2020-03-26 16:12:55+00:00,"Covid 19 india Update : Frm tomorrow, we will start door-to-door drive distribute 10 lakh packets of dry rations to daily wagers &amp; unorganised labour. Ech packet will contain 10 kg Atta, 2 Kg Dal &amp; 2 Kg Sugar. These packets will also be available at DC office. #Lockdown21",watchwagh
1501,2020-03-26 16:12:52+00:00,Be #DiseaseFree_With_TrueWorship by taking name initiation from #SaintRampalJiMaharaj and achieve #salvation to #Satlok and be #savior of #covid #coronaviruspandemic unlike #italy #spain #europe #london #iran applying #decoram of #Kabir #allah #indian #indians #india #hindu,Er_A_K_Gupta
1502,2020-03-26 16:12:47+00:00,"#IndiaFightsCorona A total of 118 laboratories has been included by ICMR for testing COVID-19. This has now enabled India to test 12,000 samples each day.",nagendr95485074
1503,2020-03-26 16:12:43+00:00,"India sees highest number of COVID-19 cases in single day, tally climb to 694 | Poll Strategies | Management | Digital Bharat - an Online National Media https://www.nirvachanguru.com/digitalbharat/news/6118",nirvachan_guru
1504,2020-03-26 16:12:13+00:00,"I plea to evry citizen dat dnt see any movies and dnt cheer for any sports for a year,it's a special request to every citizen of india,lets us learn them a lesson.Come on india,we wil win against covid,we don't need anyone,we will win,hip hip hurray, hip hip hurray hip hip hurray",AmarAgrawal05
1505,2020-03-26 16:12:11+00:00,"@PMOIndia In a country like India with 133 Crores of population,if 1 rupee per person contributed to fight the epidemic like Covid-19 for better medical facilities,To provide food for homeless,To help the Daily wage workers etc. Can result in wonders Remember Unity is strength ",Pavanku06659639
1506,2020-03-26 16:12:06+00:00,This is for all the people to stay at home because of corona virus.stay at home and keep yourself fit and also make other people fit by not going outside. This request was requested by me and all people of India who wants covid free india.,BaghelDakshit
1507,2020-03-26 16:12:06+00:00,Bad day for India: The country experienced highest no. of COVID-19 cases in last 24 hours #IndiaFightsCoronavirus #IndiaFightsCOVID19 #CoronavirusLockdown #Coronaindia #CoronavirusOutbreak,Rising_Magadh
1508,2020-03-26 16:11:47+00:00,@who guys are good for nothing. #stopfundingwho #COVID #covidindia,akshay994022
1509,2020-03-26 16:11:39+00:00,India government good decision for lockdown but second point checkup about covid 19. India checkup only out country people come but what about local place. If local place checkup then covid 19 peshent maximum person find out. I think at time about 100000 cases.,RakeshV26423035
1510,2020-03-26 16:11:35+00:00,The increasing no of covid 9 cases is worrisome. India should be prepared. The first class coaches of the train can be made to quarantine zones and can be reached to any part of the country @narendramodi . Hospital on mobility is something we can think of in this crisis,JyotsnaJawahar
1511,2020-03-26 16:11:03+00:00,Sir we talk about innovation .. with all the technology we have in resource .. why don't we tag the covid 19 (coronavirus) self quaritine people so they can be monitered live about their movement with gps tracker ..so they don't roam freely and risk others life,raghavendra050
1512,2020-03-26 16:11:01+00:00,Sir i would like to applaud your tireless hard work in the containment of covid cases in Tamil Nadu we feel very safe in your hands My humble suggestions for the management of COVID 19 at the community level We can have 3 tier system for segregation of patient at micro level,drarul12
1513,2020-03-26 16:11:01+00:00,"Índia impõe isolamento para 1,3 bilhão de pessoas por causa do coronavírus. Primeiro-ministro indiano, Narendra Modi, disse que o isolamento social é a única forma de evitar que coronavírus espalhe. A Índia contabiliza 519 casos de Covid-19 dez mortes: https://glo.bo/39erwkP #JN",casao1
1514,2020-03-26 16:10:54+00:00,"@drharshvardhan, asking Covid-19 direct contacts &amp; int. travelers to home quarantine will not work &amp; will continue to spread it to neighborhood &amp; family. Remove such ppl from homes &amp; keep in separate building, hotels controlled by Police. Quick actions-tough decisions-save India",pmpachpor1
1515,2020-03-26 16:10:46+00:00,A global pandemic and the consequent lockdown for 21 days in India pose a material risk to India’s economic outlook. Learn more about the adverse effects of #COVID-19 on the Indian economy by downloading our latest press release here: https://bit.ly/GDP-PR,CRISILLimited
1516,2020-03-26 16:10:32+00:00,Legend leading from the front @KumarSanga2 @Welikumbura @MahelaJay #lka #srilanka #COVID19SL #covidindia ,Aasirricherd
1517,2020-03-26 16:10:27+00:00,Save India from COVID #mortality #SAVEPGDCC GOI should not waste time to recognize 1706 clinical cardiologists for serving the nation at this hour of crisis.,SantanuMukhop10
1518,2020-03-26 16:10:22+00:00,"#JustIn: #G20 pledges $5T to revitalise global #economy, PM says #WHO needs reform #CoronavirusLockdown #COVID #COVID2019",ians_india
1519,2020-03-26 16:10:05+00:00,"En tiempos de Covid-19 Cuba es esperanza, afirma académico de India #CubaSalvaVidas @embacuba_ecuad",oficomcubaecuad
1520,2020-03-26 16:09:58+00:00,Just 18 research papers from India on novel Coronavirus/Covid -19 on the Pubmed. Time to publish results of clinical features of Covid-19 patients in India?,yogesh_kalkonde
1521,2020-03-26 16:09:46+00:00,"The world is looking up to India in combat against COVID-19 according to WHO. Stay calm, stay indoors, and we'll win this battle against the global pandemic. #IndiaFightsCorona",adv_prakashbabu
1522,2020-03-26 16:09:42+00:00,"@narendramodi Sir, how many COVID tests are we doing daily in India? Why is this information not getting shared? Our sample size for these tests is critical for us to defeat Corona scare..",roopesh_bansal
1523,2020-03-26 16:09:36+00:00,Got a travel history?...confused wt to do next? @Lockdown https://www.instagram.com/p/B-M_oMmDbbg/?igshid=1v0t39bi1ebdp,CovidIndia_Live
1524,2020-03-26 16:09:30+00:00,"@IndianOilcl @IndianOil_Highw @BPCLimited @Shell plz shut down all petrol bunks for common public across India for two wheelers and cars till April 14th becoz public are unnecessaryly moving around covid 19 make provisions for only emergency trucks, ambulance,police, crpf, doctor",chethan_hindu
1525,2020-03-26 16:09:28+00:00,"Índia impõe isolamento para 1,3 bilhão de pessoas por causa do coronavírus. Primeiro-ministro indiano, Narendra Modi, disse que o isolamento social é a única forma de evitar que coronavírus espalhe. A Índia contabiliza 519 casos de Covid-19 dez mortes: https://glo.bo/39erwkP #JN",casao1
1526,2020-03-26 16:09:26+00:00,Here's a video by Dr. Eric Berg DC wherein he cites findings of a paper titled 'High Temperature & High Humidity Reduce the Transmission of COVID-19'. Makes sense. Early onset of Rainy season in India could be beneficial. @narendramodi,jivanmukt
1527,2020-03-26 16:09:17+00:00,Sir can I suggest if v as facilitators can make a website & start the sale of these ventilators made by your company to cater to huge selling demand and pan india reach. We can make a covid specific order based concept,neerajgorwani
1528,2020-03-26 16:09:06+00:00,"Covid-19 casts shadow on 60-year-old India-Pakistan tradition that survived Uri, Pulwama ThePrint's @dgupta_moushumi reports",ThePrintIndia
1529,2020-03-26 16:08:56+00:00,COVID-19 claims 5th person in Maharashtra; India's death toll at 18. https://www.deccanherald.com/national/coronavirus-india-news-live-updates-statewise-total-number-of-cases-deaths-statistics-lockdown-latest-news-817763.html,DeccanHerald
1530,2020-03-26 16:08:46+00:00,Ef you COVID-19 . Add up for @easportsfifa on playstationin @playstation : bigguyavi. What's your favourite thing to do at home these days? . . . #fifa20 #fifa #playstation #ps4 #gaming #games #gamer #india… https://www.instagram.com/p/B-M_hv4hI5f/?igshid=1bof0jznx580n,bigguyavi
1531,2020-03-26 16:08:43+00:00,लग रहा है आदमी जिस तरह उपवास करके बॉडी #detox करता है उसी तरह कुदरत पृथ्वी को उपवास करवाके पृथ्वी detox करवा रहा है ! #CoronaVillains #coronavirus #Coronaindia #COVID2019 #COVID19 #covidindia #Covid19India @HMachchhar @jigar_inamdar @JignaParmar7 @CommissionerSMC @DrKumarVishwas,NIRAVKHATRI
1532,2020-03-26 16:08:41+00:00,"#covidindia Kerala 26-03-2020 Total tested : 26th(25th), Samples tested : 5342(4902) , 440 Negative : 3768(3465), 303 Positive currently : 126(112), 14 Recovered : 11(6), 5",rauf_ismail
1533,2020-03-26 16:08:39+00:00,"Inspiration for global collective response (#G20 #COVID SUMMIT) came from India, PM Modi, in particular, say Sources",sidhant
1534,2020-03-26 16:08:34+00:00,Or better to give you the charge of COVID 19 in India..please take front seat so that you stop back seat driving.,amitburman2408
1535,2020-03-26 16:08:34+00:00,"Stay Safe, Stay Healthy! #corona #coronavirusprevention #covid19 #covidindia #worldhealth #worldhealthorganization",oxocare
1536,2020-03-26 16:07:59+00:00,"World: COVID-19 Pandemic! We need to protect our citizens,aid them in any way you can. India: starve,lathicharge and kill them before the virus can. #coronavirusindia #indialockdown",DrSabreen09
1537,2020-03-26 16:07:50+00:00,"As I’m staying in United States and pursuing my education here, It is my duty to contribute for their combat against COVID-19. The situation here in U.S is worse, when compared to INDIA. So being Inspired by @PawanKalyan garu, I contributed to CDC Foundation. #CoronaPandemic",vineeldutt21
1538,2020-03-26 16:07:50+00:00,"India #Coronavirusupdate : 88 new #COVID cases reported in India, the highest in a single day. The total number of #Coronavirus cases rises to 694, according to @MoHFW_INDIA data #CoronavirusLockdown",Indsamachar
1539,2020-03-26 16:07:18+00:00,Boo hooo. Now they are too sensitive Let us call it with a cute name: Chinku Corona Virus Covid 19 @anika4u @kattappa__ @Voice_For_India @atulahuja_ @ZeeNews @SwetaSinghAT @BBCWorld @ABC @CNBC @CNBCTV18News @NBCNews @Swamy39 @indiatvnews @R_singh___ @ANI,Neil37698016
1540,2020-03-26 16:07:17+00:00,BQUICK | TOP 10 STORIES - India coronavirus cases rise to 694 - Covid-19 relief plan: Economists underwhelmed - India lockdown: Raghuram Rajan's concern - Commodity trading hours cut - Yes Bank: Yet another fundraise ,menakadoshi
1541,2020-03-26 16:07:03+00:00,"@PMOIndia @narendramodi @FinMinIndia Please Announce Medical Insurance Package for Regd. Media Persons, Police personnels, Other Govt. Officials who involved in COVID Duty of all India. Also give them advance salaries. They hv also Families. Working for nation day &amp; Night.",mahendraodisha
1542,2020-03-26 16:07:01+00:00,Hope everyone Is In Good spirits N motivated 2 Free India of COVID-19 #2 day of lockdown #StayHomeStaySafe,AjaiDubey4
1543,2020-03-26 16:06:57+00:00,"#IndiaFightsCorona India is vigorously fighting COVID-19. In order to protect ourselves and others, it is highly important that we stay indoors, failing which may lead to legal actions. via NaMo App",samraatakm
1544,2020-03-26 16:06:36+00:00,"Sir @PiyushGoyal, asking Covid-19 direct contacts &amp; int. travelers to home quarantine will not work &amp; will continue to spread it to neighborhood &amp; family. Remove such people from homes &amp; keep in separate building, hotels controlled by Police. pl. save India &amp; discuss with PM",pmpachpor1
1545,2020-03-26 16:06:33+00:00,Please practice #socialdistancing. It will help to slow down the #COVID2019 contamination. #DelhiTourism #IndiaFightsCorona #Corona #Coronavirus #Delhi #Covid_19 #Covid19India #socialdistancing #socialdistance #socialdistancing2020 #India #Health #SafeAtHome #SafeHandsChallenge,tourism_delhi
